paperID,rank,title,PublicationDate,referenceCount,citationCount,ConferenceID,JournalID,year,venu,authorsName,abstract,isKeyPaper
2912243697,25761,PERSPECTIVA DE GÉNERO: LA VICTIMA EN EL SISTEMA INTERAMERICANO DE JUSTICIA,2018-12-16,0,0,1191926394,,2018,Graph Drawing (GD),"Lucila Damián García, Leticia Palomeque Cruz","Este articulo es una recopilacion de informacion, que busca, primordialmente crear una herramienta conceptual y analitica, con el fin de comprender lo que representa la perspectiva de genero en el campo de la defensa juridica, con una vision centrica y profunda en cuanto a quien es el sujeto que sufre los agravios causados por esta figura discriminatoria que excluye del reconocimiento de Derechos Humanos, y que es creada por el mismo yugo de una sociedad mal educada y sin valores. n Esta investigacion permite identificar la evolucion del concepto de xe2x80x9cvictimaxe2x80x9d a traves de los tiempos, asi como la clasificacion de las caracteristicas que presentan las victimas que sufren cualquier tipo de violencia. Por otro lado, se profundiza en cuanto a la administracion justicia que se aplica y la atencion que se otorga a la victima, tomando en consideracion que existen victimas, tanto a nivel estatal, nacional e internacional, en particular en el Sistema Interamericano y finalmente, considerar de entre estos estatus, cual es el mas conveniente para la defensa y proteccion de victima y cual seria preferible aplicar para obtener una justicia realmente efectiva. La finalidad de la victima en el Sistema Interamericano es lograr una reparacion de caracter integral y tiene dos formas de obtener la misma, desde un aspecto material (economico) y otro inmaterial (danos sufridos a la victima) y en ambos niveles de reparacion, lo que se encuentra es una satisfaccion en el Derecho Internacional.",1
2912292783,25761,A DESCOBERTA DA HOMOSEXUALIDADE FEMININA NA ADOLESCÊNCIA: NOTAS SOBRE A ACEITAÇÃO E O PRECONCEITO ESCOLAR,2018-11-18,0,0,1191926394,,2018,Graph Drawing (GD),"Andréia Reis, Lisiane Machado de Oliveira-Menegotto","O presente artigo propoe-se a relatar a experiencia de acompanhar os desafios em torno da descoberta da homossexualidade por uma adolescente de 16 anos. Esse acompanhamento foi realizado pelo Servico de Psicologia de uma escola privada de um municipio no interior do Rio Grande do Sul. Destaca-se a compreensao acerca do lugar da adolescente e de suas inquietacoes no contexto escolar, sendo permeado por preconceitos, estigmas e intolerxc3xa2ncias. Ao analisar o caso, percebeu-se sua trajetoria, os sofrimentos e as angustias, que foram narrados durante os atendimentos com a psicologa. Tais atendimentos apontam para a importxc3xa2ncia da escuta no ambiente escolar, pois essa acolhida ajudou a jovem a conduzir suas descobertas com mais tranquilidade.",1
2912493331,23055,DAGmap View,2009-02-05,2,0,1191926394,,2009,Graph Drawing (GD),"Vassilis Tsiaras, Ioannis G. Tollis",DAGmap view is a program written in Java that draws directed acyclic graphs using space filling techniques. In DAGmap view the layout function and the hierarchy presentation function have been decomposed to improve the stability of the layout during navigation and zooming.,1
2912538482,22396,Revised Selected Papers of the 21st International Symposium on Graph Drawing - Volume 8242,2013-09-23,0,0,1191926394,,2013,Graph Drawing (GD),"Stephen K. Wismath, Alexander Wolff",,1
2912556613,22881,Partitioned drawings,2006-09-18,9,3,1191926394,,2006,Graph Drawing (GD),Martin Siebenhaller,"In this paper we consider the problem of creating partitioned drawings of graphs. In a partitioned drawing each vertex is placed inside a given partition cell of a rectangular partition of the drawing area. This problem has several applications in practice, e.g. for UML activity diagrams or wiring schematics. We first formalize the problem and analyze its complexity. Then we give a heuristic approach which is based on the topology-shape-metrics approach and produces partitioned drawings in time O((|V|c)2 log(|V|c)), where c denotes the number of crossings.",1
2912961330,20963,GraphML transformation,2004-09-29,6,14,1191926394,,2004,Graph Drawing (GD),"Ulrik Brandes, Christian Pich","The efforts put into XML-related technologies have exciting consequences for XML-based graph data formats such as GraphML. We here give a systematic overview of the possibilities offered by XSLT style sheets for processing graph data, and illustrate that many basic tasks required for tools used in graph drawing can be implemented by means of style sheets, which are convenient to use, portable, and easy to customize.",1
2913853958,22159,Isomorphic Subgraphs,1999-09-01,25,10,1191926394,,1999,Graph Drawing (GD),Sabine Bachl,"We are interested in finding symmetries in graphs and then use these symmetries for graph drawing algorithms. There are two general approaches to this problem, the first one is known as GEOMETRIC SYMMETRICS on the basis of drawings, the other rests upon the graph-theoretical notion of graphs. For a given graph G the ISOMORPHIC SUBGRAPHS problem makes use of the second approach and tries to find the two largest disjoint isomorphic subgraphs in G. Hence, G consists of two identical copies and a remainder. There are many NP-complete or open problems related to our problem, like GRAPH ISOMERPHISM, GRAPH AUTOMORPHISM or Largest LARGEST COMMON SUBGRAPH.n n We show that the ISOMORPHIC SUBGRAPHS problem is NP-hard for connected outerplanar graphs, and 2-connected planar graphs and is solvable in linear time when restricted to trees. Additionally we will shortly discuss the applicability of ISOMORPHIC SUBGRAPHS in graph drawing algorithms.",1
2913984568,24309,ILOG Elixir,2009-02-05,0,0,1191926394,,2009,Graph Drawing (GD),Georg Sander,"The Adobe technology platform including Adobexc2xa9 Flexcxc2xa9 [2] and Adobe AIRTM [3] deliver portability, high performance and rich graphical UI to internet and desktop applications. ILOG Elixir [1] enhances this platform by adding advanced data visualization displays. It includes ready-to-use schedule displays, map displays, dials, gauges, 3D and radar charts, treemap charts and organization charts. ILOG Elixir is completely integrated with Adobe Flex Builder and fully supports Adobe Flexs data-binding and event models.",1
2914112994,22524,Graph visualization,2011-09-21,0,2,1191926394,,2011,Graph Drawing (GD),Jarke J. van Wijk,"Black and white node link diagrams are the classic method to depict graphs, but these often fall short to give insight in large graphs or when attributes of nodes and edges play an important role. Graph visualization aims obtaining insight in such graphs using interactive graphical representations. A variety of ingredients, including color, shape, 3D, shading, and interaction can be used to this end. In this invited talk an overview is given of work on graph visualization of the visualization group of Eindhoven University of Technology, The Netherlands. A wide variety of examples is shown and discussed using demos and animations.",1
2914399668,25798,Using Graph Parsing for Automatic Graph Drawing,1995-03-03,0,0,1191926394,,1995,Graph Drawing (GD),"C. L. McCreary, F. S. Shieh","This paper presents a procedure for automatically drawing directed graphs. Our system, CG, uses a unique clan-based graph decomposition to determine intrinsic substructures (clans) in the graph and to produce a parse tree. The tree is given attributes that specify the node layout. CG then uses tree properties with the addition of routing nodes to route the edges. The objective of the system is to provide, automatically, an aesthetically pleasing visual layout for arbitrary directed graphs. The prototype has shown the strengths of this approach. The innovative strategy of clan-based graph decomposition is the first digraph drawing technique to analyse locality in the graph in two dimensions. The typical approach to drawing digraphs uses a single dimension, level, to arrange the nodes.",1
2914443121,24755,Proceedings of the Symposium on Graph Drawing,1996-09-18,0,0,1191926394,,1996,Graph Drawing (GD),Stephen C. North,,1
2922689035,25198,ANÁLISIS DE LA UTILIZACIÓN Y PRÁCTICA DE LOS MICROMACHISMOS POR LAS MUJERES EN MÉXICO,2018-12-16,0,0,1191926394,,2018,Graph Drawing (GD),"Carolina Hernández Jiménez, Josefina De la Cruz Izquierdo","En el presente articulo se realiza un analisis de una mas de las violencias manifestadas en la actualidad contra la mujer por razon de genero; la cual se diferencia de las demas por el tipo de practica con la que se ejerce. Esta practica es tan normal y natural que las personas no pueden notarla. Tiene una caracteristica muy importante en cuanto al perfil del agresor, en la mayoria de las veces es ejercida por las mismas mujeres al realizar un comentario contra alguien mas de su mismo sexo. Es importante enfatizar que dicha violencia inicia entre las mismas mujeres, principalmente aprendida desde el hogar, desde el momento en que, por ejemplo, las madres realizan la reparticion de las actividades hogarenas correspondientes a los hijos e hijas. Se realizo un analisis concientizado de los micromachismos que existen y se concluyo que es una practica tan comun que incluso cuando las mujeres la vivencian o sufren alguna situacion de este tipo no la perciben y no le dan importancia. Se analizaron algunos instrumentos y ordenamientos juridicos establecidos para proteger a las mujeres de una vida libre y sin violencia, nos solo a nivel nacional, sino tambien a nivel internacional.",1
2922806753,23017,# PIQUETETAZO: LA LUCHA CIBERFEMINISTA Y LA AGENDA MEDIÁTICA,2018-01-22,0,0,1191926394,,2018,Graph Drawing (GD),"Mariana Loreta Magallanes, Gabriela Bard Wigdor","Este articulo aborda las practicas feministas contemporaneas en torno al derecho a la lactancia materna que se visibilizaron en Argentina, a partir del acontecimiento publico mediatico denominado xe2x80x9c#Piquetetazoxe2x80x9d. Mediante el uso de la etnografia virtual, se visibilizan un conjunto de debates de la agenda del movimiento feminista, en torno al cuerpo de la mujer en el sistema capitalista hetero-patriarcal. En este marco, damos cuenta del lugar que ocupan los medios masivos de comunicacion e Internet, tanto para la reproduccion del sistema patriarcal como para visibilizar las luchas feministas, en particular, el Ciberfeminismo. Tambien, proponemos tres ejes de analisis: la xe2x80x9ctetaxe2x80x9d mercantilizada, mediatizada y privatizada. Finalmente, reflexionamos sobre la relevancia del ciberfeminismo para dar a conocer y difundir la agenda de lucha feminista frente al disciplinamiento de los cuerpos en el capitalismo Hetero-patriarcal.",1
2923124285,25783,O DIREITO DE EXISTIR PARA A SOCIEDADE: CIDADANIA E SEXUALIDADE NA LUTA POR DIREITOS DA COMUNIDADE LGBT NO BRASIL,2018-11-18,0,0,1191926394,,2018,Graph Drawing (GD),"Jacson Gross, Daniela M. Leutchuk de Cademartori","Este artigo tem como objetivo demonstrar a luta por uma cidadania sexual, atraves dos direitos de lesbicas, gays, bissexuais e transgeneros (LGBT). Parte-se dos estudos sobre cidadania e dos estudos sobre a construcao social da sexualidade para buscar elementos para uma cidadania sexual em construcao. A forma que a sexualidade e construida e que a cidadania e alcancada sao os pontos em que o artigo transpassa os dois temas. As dificuldades encontradas na construcao da identidade sexual, de aceitacao do grupo LGBT na sociedade levam a reivindicacao dos direitos de cidadania. Por fim, trata-se aqui dos direitos LGBT e da sua recepcao e garantia pelo Direito Brasileiro.",1
2924686792,25162,LA REPRESENTACIÓN SOCIAL DE FAMILIA EN LAS MUJERES INDÍGENAS MIGRANTES DE TABASCO,2018-12-16,0,0,1191926394,,2018,Graph Drawing (GD),"Crystiam del Carmen Estrada Sánchez, José Antonio Morales Notario","Esta investigacion tiene como objetivo reflexionar sobre las representaciones sociales en un estudio de caso: La representacion social de familia en las mujeres indigenas migrantes de Tabasco. El analisis se centra particularmente en las familias de Edilia Lopez Martinez, Ceferina Rodriguez Martinez y Martina Fernandez Perez. Las dos primeras son familia, son primas, la ultima solo es parte de la misma comunidad y se sustenta en la Teoria de las Representaciones Sociales, definida en Practicas sociales y representaciones sociales de Jean Claude Abric (2001) [...] como una vision funcional del mundo que permite al individuo o al grupo conferir sentido a sus conductas y entender la realidad mediante sus propios sistemas de referencias y adaptar y definir de este modo un lugar para si.n De acuerdo a este pensamiento, las representaciones sociales poseen una estructura con elementos que la distinguen: el nucleo central y las periferias. La primera con una funcion generadora y organizadora, y las ultimas con funciones de concrecion, regulacion y defensa. Con estos dos puntos y sus componentes, las mujeres indigenas explican lo que significa la representacion familiar para ellas",1
2928086882,25230,DIFERENCIAS DE GÉNERO EN ESTILOS DE APRENDIZAJE Y RENDIMIENTO ACADÉMICO EN ESTUDIANTES DE ADMINISTRACIÓN,2018-12-16,0,0,1191926394,,2018,Graph Drawing (GD),"María Arely López Garrido, Erika Yunuen Morales Mateos, Laura López Díaz, Josefina De la Cruz Izquierdo","El objetivo de esta investigacion consiste en realizar una comparativa de las diferencias segun el genero en los estilos de aprendizaje en estudiantes de la Licenciatura en Administracion, para ello se realizo un estudio de tipo descriptivo. La muestra estaba compuesta por 97 estudiantes de nuevo ingreso de los cuales 56 son del genero femenino y 41 del genero masculino, pertenecientes a las cohortes generacionales 2010, 2011 y 2012. A los cuales se les aplico el inventario de Estilos de Aprendizaje y Orientacion Motivacional (EDAOM). Los resultados obtenidos marcan la pauta para determinar la existencia de diferencias entre los estilos de aprendizaje y la probable relacion con el genero. Al mismo tiempo, la investigacion busca determinar si el genero tambien tiene relacion con el rendimiento academico que cada uno desarrolla y si se logran diferencias entre ellos.",1
2938009699,22597,LA ANTROPOLOGÍA DUAL DE EDITH STEIN: UNA POSIBLE COMPRENSIÓN DEL GÉNERO PARA LOS DERECHOS HUMANOS,2018-01-22,0,0,1191926394,,2018,Graph Drawing (GD),Stéphani Fleck da Rosa,"En busca de una comprension del ser humano como valor fuente de los derechos humanos, cuestionase el papel del genero en su estructura a fin de abrir nuevos caminos de su asercion en la sociedad. Asi, este artigo estudio la antropologia de Edith Stein en una perspectiva del ser humano como ser social y participante del mejoramiento de la vida colectiva, especialmente en comunidad, investigando el limites del genero en lo entendimiento de la esencia humana.",1
2938589271,22959,The strength of weak proximity (extended abstract),1995-09-20,16,7,1191926394,,1995,Graph Drawing (GD),"Giuseppe Di Battista, Giuseppe Liotta, Sue Whitesides","This paper initiates the study of weak proximity drawings of graphs and demonstrates their advantages over strong proximity drawings in certain cases. Weak proximity drawings are straight line drawings such that if the proximity region of two points p and q representing vertices is devoid of other points representing vertices, then segment (p, q) is allowed, but not forced, to appear in the drawing. This differs from the usual, strong, notion of proximity drawing in which such segments must appear in the drawing.",1
2939542977,25162,EMPODERAMIENTO DE LA MUJER EN EL ÁREA LABORAL EN MÉXICO,2018-01-22,0,0,1191926394,,2018,Graph Drawing (GD),"Candra Lizbeth Moreno Rueda, José Antonio Morales Notario, Josefina De la Cruz Izquierdo","El interes de las instituciones internacionales por la equidad entre mujer y hombre es abundante y juega un papel muy importante en el surgimiento del termino empoderamiento y equidad en la historia y hasta su actualidad. En el ambito laboral, el empoderamiento de la mujer surge con la finalidad de lograr un mejor progreso, cambio e igualdad en ellas. La mujer estaba sujeta a muchos factores de afectacion personal y es ese empoderamiento, el que le da la oportunidad de abrirse camino para alcanzar la igualdad de genero en su crecimiento. Sin embargo, a pesar de ello, el genero femenino tiene un papel dificil por diversos factores que impiden su integracion de una forma amplia y sana. Usando el metodo bibliografico y deductivo-inductivo, al existir informacion al respecto, en el presente articulo se analizan las normas nacionales para un enfoque mas concreto y de proteccion para el desarrollo laboral de mujer de forma integra; asi como factores internacionales que ayudaron a abrir paso a la igualdad laboral y la proteccion de los derechos de la mujer.",1
2940545374,25761,POLÍTICAS PÚBLICAS DE ENFRENTAMENTO À VIOLÊNCIA CONTRA MULHERES E MENINAS NO BRASIL RECENTE: ANÁLISE DOS MOVIMENTOS FEMINISTAS NO PROCESSO DE AFIRMAÇÃO DE DIREITOS,2018-11-18,0,0,1191926394,,2018,Graph Drawing (GD),Ana Paula Antunes Martins,"O advento da Lei Maria da Penha (Lei 11.340/2006) e da Lei do Feminicidio (Lei 13.104/2015) no Brasil representa um marco no processo de institucionalizacao das politicas de enfrentamento a violencia domestica e familiar e das acoes de atendimento as mulheres atingidas. A analise da legislacao brasileira, considerada referencia internacional de garantia dos direitos humanos das mulheres, requer a compreensao de sua historicidade que envolve, necessariamente, a trajetoria de controversias, lutas e mobilizacoes internacionais gestadas por distintos setores da sociedade civil. O presente artigo recupera, portanto, alguns dos mais importantes documentos internacionais que subsidiaram a formulacao das politicas publicas brasileiras e analisa os fundamentos legais para a promocao de politicas publicas de equidade de genero mesmo em contextos de retracao de direitos. Objetiva-se, com isso, enfatizar a afirmacao de direitos como um processo politico marcado nao apenas por avancos, mas por resistencias e profundos desafios.",1
2940554476,22467,O ABORTO NA MÍDIA: MULTIPLICIDADE DE PRÁTICAS DISCURSIVAS SOBREDIREITO E CRIME,2018-11-18,0,0,1191926394,,2018,Graph Drawing (GD),"Cristianne Maria Famer Rocha, Rosana Maffacciolli, Marisangela Spolaôr Lena, Mateus Aparecido de Faria, Rosane Machado Rollo, Nathalia Zorzo Costa","No Brasil, em agosto de 2018, o Superior Tribunal Federal convocou audiencia publica para debater a descriminalizacao do aborto ate a decima segunda semana de gestacao. No mesmo periodo, na Argentina, mobilizacao politica semelhante ocorreu com a votacao no Senado de uma lei que descriminalizaria a pratica do aborto no pais. Diante das inumeras manifestacoes que tais eventos suscitaram, com diferentes repercussoes midiaticas, objetivamos identificar e analisar as reportagens sobre o aborto veiculadas em dois jornais de ampla circulacao nacional, em suas versoes online. Entre 12 de julho e 13 de agosto de 2018, realizamos uma pesquisa documental, exploratoria e descritiva, de abordagem mista, nos sites da Folha de Sao Paulo e do El Pais (versao Brasil). Foram selecionadas 79 reportagens. A maioria (29) se referia a legislacao e regulamentacao do aborto na Argentina e, na sequencia, no Brasil (26). A analise dos resultados permitiu concluir que, a despeito da atencao que deveria receber, o tema ainda e pouco explorado pela midia no Brasil, com a reproducao de argumentos de pouca profundidade critica e tecnica, geralmente desfavoraveis a realizacao do aborto",1
2940680501,25265,ANTECEDENTES EDUCATIVOS DE LA MUJER EN MÉXICO Y EN EL ESTADO DE TABASCO,2017-12-03,0,0,1191926394,,2017,Graph Drawing (GD),"Josefina De la Cruz Izquierdo, Laura López Díaz, José Antonio Morales Notario","La mujer ha ido caminando a tropiezos y golpes bajos para ir logrando abrirse camino en espacios que se le han cerrado por cuestiones de genero. El aspecto social y cultural han influido enormemente para que en materia educativa le haya costado trabajo el prepararse y desarrollarse personalmente. A pesar de todos esos contratiempos y sinsabores ha logrado un espacio que orgullosamente proclama para colocarse en situaciones de liderazgo que instan a las demas mujeres en esa busqueda de empoderamiento que les brinde un mejor desarrollo y aporte una equidad en la sociedad. De ahi la importancia de resguardar y difundir este doloroso proceso de lucha y sobrevivencia, pero pleno de perseverancia y motivacion, por lo que el objetivo de esta investigacion radica en hacer un recuento del proceso educativo en donde se incluyo a la mujer y su desenvolvimiento en ello y lo que eso influyo en su desarrollo personal de la mujer en Mexico, lo cual se realizara por medio de esta investigacion de tipo cualitativa y bibliografica.",1
2940684613,25192,"MODELOS FAMILIARES DENTRO DEL ORDEN JURÍDICO MEXICANO: NATURALEZA, PRINCIPIOS Y LA NECESIDAD DE SU ACTUALIZACIÓN",2018-12-16,0,0,1191926394,,2018,Graph Drawing (GD),"Santiago J. Chablé Velázquez, Alejandra Navez Plancarte, José Antonio Morales Notario","En Mexico, la familia es considerada un ente sujeto de derechos humanos, partiendo esto de la composicion familiar; misma que de acuerdo a la legislacion vigente sufre severas vulneraciones a sus prerrogativas, ya que en la actualidad se aleja de los modelos xe2x80x9ctradicionalesxe2x80x9d, dandose de manera tacita algunos tipos de familia que los ordenamientos juridicos no contemplan, derivado de la creencia que existe sobre que el matrimonio significa familia, siendo esta una aseveracion juridicamente sin sustento, como lo son tambien las fobias que retrasan la actualizacion del marco juridico mexicano. n En este analisis se engloban aspectos de las tres corrientes clasicas de la filosofia juridica, es decir, del iusnaturalismo, del iuspositivismo y del realismo juridico. Sin duda los modelos de composicion familiar han sido objeto de estudio desde tiempos inmemorables, creandose con el paso del tiempo conceptos como la familia nuclear, la familia extendida, la familiar natural, la familia reconstruida, entre otras. La ciencia juridica no ha sido ajena a estos estudios, es por ello que, tanto en la doctrina como en los cuerpos legales, la familia juega un rol primordial, reconociendosele ese caracter de base de la sociedad xe2x80x94concepcion que es compartida con la sociologiaxe2x80x94, y que unicamente es superado por la persona cuando a esta se le reconoce ese caracter de individualidad.",1
2941091140,24670,(Dis)paridades de género ao nível das sentenças judiciais: Uma revisão estruturada da literatura.,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),"Catarina Sofia Pereira Paula, Sónia Caridade",,1
2941099922,25761,BARREIRAS ENTRE AS PERIFERIAS E AS INSTITUIÇÕES DE ENSINO: DIFICULDADE DAS MULHERES EM ACESSAR O CENTRO DE REFERÊNCIA PARA AS MULHERES SUELY SOUZA DE ALMEIDA,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),"Rosimar Souza Dos Santos Borges, Uisis Rodrigues Dos Santos, Isabel Gonçalves Da Silva",,1
2941390715,25864,ENTRAVES DA LEI MARIA DA PENHA NO COMBATE À VIOLÊNCIA CONTRA MULHER,2017-12-03,0,0,1191926394,,2017,Graph Drawing (GD),Pammella Lyenne Barbosa de Carvalho,"A violencia contra mulher so ganhou maior notoriedade no Brasil com a Lei no 11.340. Embora essa legislacao tenha se tornado o principal instrumento para coibir a violencia domestica contra a mulher, esta ainda se constitui a forma mais prevalente de violencia de genero. A questao central deste artigo e identificar as repercussoes da Lei Maria da Penha no combate a violencia domestica. Esse artigo e caracterizado como revisao sistematica da literatura. Os resultados apontam que nos falta a concretizacao das medidas previstas da LMP, seja em relacao a campanhas educativas de cunho preventivo, seja na implementacao de acoes e aparelhos sociais de protecao e suporte para mulher ou ainda em efetivacao das penas e servicos de reabilitacao para os agressores. Conclui-se que com o fortalecimento da rede de atendimento e possivel alcancar maior eficacia no cumprimento da Lei.",1
2941400164,25657,RECTIFICACIÓN DEL REGISTRO CIVIL DE PERSONAS TRANSEXUALES: LA VIOLENCIA SIMBÓLICA EN LA TRANSICIÓN DE GÉNERO,2019-03-25,0,0,1191926394,,2019,Graph Drawing (GD),"Alexandre Botelho, Tamara Rossweiler Marques Cardoso","La transexualidad es tema de intensos y variados debates. Sin embargo, la sociedad se desarrolla, construye y desmantela a velocidad superior a la de los cambios legislativos y jurídicos, promoviendo situaciones de vulnerabilidad. El presente trabajo se dedica al análisis de las decisiones que niegan el pedido judicial de rectificación del registro civil de nombre y sexo/género, de personas transexuales, o las condicionan a la cirugía de readecuación sexual. Se buscó verificar si ese conjunto de decisiones representa “violencia simbólica” en perjuicio de las personas transexuales, de acuerdo con el sentido atribuido a esa expresión por Pierre Bourdieu. Inicialmente, se abordaron los aspectos generales de la sexualidad humana de acuerdo con una comprensión pluridimensional de constitución del sujeto. Posteriormente, se estudió la transexualidad, la individualización de las personas transgénero y su adecuación al ambiente social y jurídico. Se concluyó la investigación con el análisis de la existencia de violencia simbólica a las personas transexuales en fallos emblemáticos provenientes de diversos Estados de Brasil. Se buscó verificar si los fundamentos que niegan a la persona humana la posibilidad de identificarse legalmente con el género de su esencia reproducen patrones culturales y morales de la sociedad vigente, con miras a reforzar la violencia simbólica de género",1
2941416046,25230,CULTURA Y GÉNERO EN MÉXICO.,2018-01-22,0,0,1191926394,,2018,Graph Drawing (GD),"Ana Karen Ruíz Murillo, Josefina De la Cruz Izquierdo","Esta breve investigacion tiene como objetivo definir lo que es la Cultura y el Genero en Mexico. Se pretende que sirva como un marco de referencia para la realizacion de los estudios sobre la materia del genero. El tema se aborda desde diferentes aspectos, a mi juicio, muy interesantes como lo es el significado que como sociedad le asignamos al genero ya que una cosa es saber lo que es y otra cosa es llevar a cabo ese significado como sociedad. Como por ejemplo podrian ser los roles que existen entre el hombre y la mujer, o mas bien los que las familias les han asignado, la legislacion tanto nacional como internacional, las reformas a las leyes locales. La actuacion y desarrollo de las mujeres en el trabajo y en la politica crean un marco de proteccion y respeto para ellas. Actualmente las mujeres participan de manera activa en la economia de las familias; ahora ellas crean sus propios micros negocios y ya muchas madres ademas de encargarse de la familia se desenvuelven de manera independiente; esto no debe verse desde el punto de vista del feminismo y del machismo, sino desde la optica de la igualdad entre mujer y hombre. Dejemos atras los estereotipos en la que se basaban en la antiguedad mujeres y hombres y busquemos el poder sobresalir adelante como una sociedad justa.",1
2941432273,25761,EMPECILHOS AO TRATAMENTO ISONÔMICO LGBTI: ANÁLISE DO PRECONCEITO EM SUA FORMAÇÃO CULTURAL E LEGISLATIVA,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),Camila Nava Smaniotto,,1
2941578335,25186,FUNDAMENTOS PARA LA PREVENCIÓN DE DESIGUALDADES DESDE EL SECTOR JURÍDICO CUBANO EN FUNCIÓN DEL DESARROLLO SOCIAL,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),"Jorge Luis Silva González, Alie Pérez Véliz","Las desigualdades juridico-sociales generadas por disposiciones normativas del ordenamiento juridico cubano atentan contra el desarrollo social. En tal sentido, el presente articulo ofrece la fundamentacion de una critica propositiva al vigente enfoque de genero de algunas regulaciones del Codigo Penal, el Codigo de Familia y la Ley General de la Vivienda desde la perspectiva de la equidad -para que fundamentalmente por su papel en la toma de decisiones- jueces y fiscales en la practica juridica, puedan aplicar evolutivamente el Derecho, a tono con el avance cientifico actual en materia de genero. Dentro de los resultados se obtuvo, que existe una estrecha relacion entre la triada genero-Derecho-desarrollo social, que debe considerarse en el sector juridico cubano para la maxima realizacion material y espiritual de hombres y mujeres en el en el ejercicio de sus derechos.",1
2941625362,23053,A IGREJA UNIVERSAL DO REINO DE DEUS E AS «RAABES MODERNAS» NO CONTEXTO PORTUGUÊS: UMA (DES)CONSTRUÇÃO DE VIOLÊNCIAS?,2017-12-03,0,0,1191926394,,2017,Graph Drawing (GD),Monise Martinez,"O presente artigo tem como objetivo promover uma reflexao acerca da proposta de assistencia a mulheres que sofreram (e sofrem) violencia domestica e/ou familiar apresentada no xc3xa2mbito do projeto Raabe, concebido pela Igreja Universal do Reino de Deus em sua atuacao recente no contexto especifico da sociedade portuguesa. Para tanto, sera feita uma analise do discurso institucional de apresentacao do projeto, publicado na pagina oficial da igreja em Portugal, a partir de dois eixos de discussao principais: o modelo de conduta feminina apresentado pela igreja como resolutivo as consequencias geradas pela exposicao de mulheres aos episodios de violencia domestica e/ou familiar, e a partir dele, a proposicao de questionamentos, a luz das consideracoes de Pierre Bourdieu sobre a dominacao masculina, acerca dos pressupostos que embasam o projeto e a consequente categorizacao das mulheres que pretendem auxiliar como vitimas, culpadas ou cumplices.",1
2941834870,24075,A INVISIBILIDADE DAS MULHERES NAS CIÊNCIAS CRIMINAIS,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),"Amanda Caroline Generoso Meneguetti, Isadora Vier Machado",,1
2942046689,22597,A LUTA PELO DIREITO: DEBATES SOBRE O SUFRÁGIO FEMININO NA REVISTA DE CRÍTICA JUDICIÁRIA NO INÍCIO DO SÉCULO XX.,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),Stéphani Fleck da Rosa,,1
2942087362,23880,TRANSEXUALIDADE E EDUCAÇÃO: utilização do nome social como forma de inclusão no Estado do Ceará,2018-10-28,0,0,1191926394,,2018,Graph Drawing (GD),"Priscila Ribeiro Jeronimo Diniz, Tiago Alves Callou, Maria Eduarda Henrique Mascarenhas","O nome e utilizado para identificar, diferenciar e individualizar o ser humano, para que tenha um convivio interpessoal e inclusao social. No entanto, quando se aborda a tematica da transgeneridade surge uma incompatibilidade do nome do registro civil com a expressao de genero da travesti e da/do transexual. Para solucionar essa questao, faz necessario a utilizacao do nome social, mas este nao e regulamentado em todos os estados federativos do Brasil. A pesquisa teve como objetivo geral analisar a utilizacao do nome social como forma de inclusao das travestis e das/dos transexuais, bem como as legislacoes brasileiras pertinentes a tematica. A metodologia utilizada para desenvolver o trabalho foi a pesquisa bibliografica, pois se utilizou de manuais e legislacoes patrias, e o metodo dedutivo para obter uma conclusao da tematica. Como conclusao, percebeu-se que mesmo com algumas normas possibilitando a utilizacao do nome social, ainda e necessario que o ordenamento juridico progrida na direcao de uma maior igualdade e acessibilidade de direitos.",1
2942136092,25745,"“EM BRIGA DE MARIDO E MULHER”, METEMOS A COLHER: GUPOS TERAPÊUTICOS COM MULHERES EM SITUAÇÃO DE VULNERABILIDADE E VIOLÊNCIA DE GÊNERO",2018-11-18,0,0,1191926394,,2018,Graph Drawing (GD),"Denise Regina Quaresma da Silva, Ronalisa Torman",,1
2942207030,24274,DISCUTINDO GÊNERO E DIVERSIDADE ÉTNICO RACIAL: A INCLUSÃO A PARTIR DO DESIGN INCLUSIVO NOS LIVROS MULTISSENSORIAIS,2018-11-18,0,0,1191926394,,2018,Graph Drawing (GD),"Alessandra Lopes de Oliveira Castelini, Denise Regina Quaresma da Silva, Regina de Oliveira Heidrich",,1
